date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:54:05	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%2266e26929-47e%22	https://www.odoo.com/documentation/18.0/_static/favicon.ico	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/_static/favicon.ico	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:06	369246/369246	---MCZ	200	added ('OK')	text/html	etag:W/%22678a01ac-5a25e%22	https://www.odoo.com/documentation/18.0/de/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/de/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:07	371808/371808	---MCZ	200	added ('OK')	text/html	etag:W/%22678a02a7-5ac60%22	https://www.odoo.com/documentation/18.0/es/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/es/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:08	371943/371943	---MCZ	200	added ('OK')	text/html	etag:W/%22678a032d-5ace7%22	https://www.odoo.com/documentation/18.0/es_419/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/es_419/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:09	368564/368564	---MCZ	200	added ('OK')	text/html	etag:W/%22678a03aa-59fb4%22	https://www.odoo.com/documentation/18.0/fr/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/fr/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:10	364592/364592	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0426-59030%22	https://www.odoo.com/documentation/18.0/id/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/id/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:11	365620/365620	---MCZ	200	added ('OK')	text/html	etag:W/%22678a04a4-59434%22	https://www.odoo.com/documentation/18.0/it/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/it/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:12	368791/368791	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0522-5a097%22	https://www.odoo.com/documentation/18.0/ja/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/ja/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:13	366709/366709	---MCZ	200	added ('OK')	text/html	etag:W/%22678a05ac-59875%22	https://www.odoo.com/documentation/18.0/ko/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/ko/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:15	365684/365684	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0626-59474%22	https://www.odoo.com/documentation/18.0/nl/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/nl/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:16	371340/371340	---MCZ	200	added ('OK')	text/html	etag:W/%22678a06ad-5aa8c%22	https://www.odoo.com/documentation/18.0/pt_BR/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/pt_BR/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:17	370387/370387	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0732-5a6d3%22	https://www.odoo.com/documentation/18.0/ro/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/ro/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:18	368555/368555	---MCZ	200	added ('OK')	text/html	etag:W/%22678a07b7-59fab%22	https://www.odoo.com/documentation/18.0/sv/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/sv/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:20	388486/388486	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0839-5ed86%22	https://www.odoo.com/documentation/18.0/th/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/th/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:21	368012/368012	---MCZ	200	added ('OK')	text/html	etag:W/%22678a08b6-59d8c%22	https://www.odoo.com/documentation/18.0/vi/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/vi/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:22	361605/361605	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0938-58485%22	https://www.odoo.com/documentation/18.0/zh_CN/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/zh_CN/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:23	361962/361962	---MCZ	200	added ('OK')	text/html	etag:W/%22678a09e7-585ea%22	https://www.odoo.com/documentation/18.0/zh_TW/applications.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/zh_TW/applications.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:24	479582/479582	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0281-7515e%22	https://www.odoo.com/documentation/18.0/genindex.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/genindex.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:25	349994/349994	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0284-5572a%22	https://www.odoo.com/documentation/18.0/search.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/search.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:26	352540/352540	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0225-5611c%22	https://www.odoo.com/documentation/18.0/applications/essentials.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/essentials.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:27	354927/354927	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0247-56a6f%22	https://www.odoo.com/documentation/18.0/index.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/index.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:29	367121/367121	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0225-59a11%22	https://www.odoo.com/documentation/18.0/applications/essentials/activities.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/essentials/activities.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:30	354569/354569	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022a-56909%22	https://www.odoo.com/documentation/18.0/applications/essentials/reporting.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/essentials/reporting.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:31	362257/362257	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022b-58711%22	https://www.odoo.com/documentation/18.0/applications/essentials/search.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/essentials/search.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:32	362997/362997	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0226-589f5%22	https://www.odoo.com/documentation/18.0/applications/essentials/contacts.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/essentials/contacts.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:33	351443/351443	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0227-55cd3%22	https://www.odoo.com/documentation/18.0/applications/essentials/contacts/merge.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/essentials/contacts/merge.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:34	388487/388487	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0227-5ed87%22	https://www.odoo.com/documentation/18.0/applications/essentials/export_import_data.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/essentials/export_import_data.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:35	355397/355397	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0228-56c45%22	https://www.odoo.com/documentation/18.0/applications/essentials/in_app_purchase.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/essentials/in_app_purchase.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:36	349769/349769	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0229-55649%22	https://www.odoo.com/documentation/18.0/applications/essentials/keyboard_shortcuts.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/essentials/keyboard_shortcuts.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:38	367656/367656	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022e-59c28%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:39	356876/356876	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0224-5720c%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/get_started.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/get_started.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:40	363312/363312	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0226-58b30%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/cheat_sheet.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/cheat_sheet.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:41	360908/360908	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0225-581cc%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/chart_of_accounts.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/chart_of_accounts.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:43	359312/359312	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0227-57b90%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/multi_currency.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/multi_currency.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:44	387791/387791	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0224-5eacf%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/avg_price_valuation.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/avg_price_valuation.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:45	353089/353089	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0228-56341%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/tax_units.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/get_started/tax_units.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:46	367282/367282	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023e-59ab2%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:47	354013/354013	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0227-566dd%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/cash_basis.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/cash_basis.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:48	349934/349934	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022a-556ee%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/retention.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/retention.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:49	350801/350801	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022b-55a51%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/vat_verification.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/vat_verification.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:51	355740/355740	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022a-56d9c%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/fiscal_positions.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/fiscal_positions.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:52	381990/381990	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0225-5d426%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/avatax.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/avatax.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:53	364571/364571	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0227-5901b%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/avatax/avatax_use.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/avatax/avatax_use.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:54	373849/373849	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0225-5b459%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/avatax/avalara_portal.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/avatax/avalara_portal.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:55	352975/352975	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0228-562cf%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/eu_distance_selling.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/eu_distance_selling.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:56	358853/358853	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0225-579c5%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/B2B_B2C.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/taxes/B2B_B2C.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:57	364878/364878	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0238-5914e%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:58	359017/359017	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023c-57a69%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/overview.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/overview.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:54:59	351691/351691	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023c-55dcb%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/customer_addresses.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/customer_addresses.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:01	357616/357616	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023c-574f0%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/payment_terms.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/payment_terms.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:02	350617/350617	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023e-55999%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/terms_conditions.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/terms_conditions.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:05	360680/360680	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0239-580e8%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/cash_discounts.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/cash_discounts.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:05	356050/356050	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023b-56ed2%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/credit_notes.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/credit_notes.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:06	349777/349777	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023a-55651%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/cash_rounding.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/cash_rounding.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:07	359569/359569	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023d-57c91%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/deferred_revenues.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/deferred_revenues.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:08	370066/370066	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0224-5a592%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/electronic_invoicing.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/electronic_invoicing.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:09	351809/351809	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023e-55e41%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/snailmail.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/snailmail.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:10	351884/351884	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0239-55e8c%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/epc_qr_code.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/epc_qr_code.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:11	351663/351663	---MCZ	200	added ('OK')	text/html	etag:W/%22678a023b-55daf%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/incoterms.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/customer_invoices/incoterms.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:12	352084/352084	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022d-55f54%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/vendor_bills.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/vendor_bills.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:13	356434/356434	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022f-57052%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/vendor_bills/invoice_digitization.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/vendor_bills/invoice_digitization.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:14	366022/366022	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022d-595c6%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/vendor_bills/assets.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/vendor_bills/assets.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:15	359672/359672	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022e-57cf8%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/vendor_bills/deferred_expenses.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/vendor_bills/deferred_expenses.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:17	358470/358470	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0229-57846%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/payments.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/payments.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:18	351332/351332	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0230-55c64%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/payments/online.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/payments/online.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:19	358321/358321	---MCZ	200	added ('OK')	text/html	etag:W/%22678a0230-577b1%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/payments/online/install_portal_patch.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/payments/online/install_portal_patch.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:20	357505/357505	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022c-57481%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/payments/checks.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/payments/checks.html	(from https://www.odoo.com/documentation/18.0/applications.html)
16:55:22	352653/352653	---MCZ	200	added ('OK')	text/html	etag:W/%22678a022a-5618d%22	https://www.odoo.com/documentation/18.0/applications/finance/accounting/payments/batch.html	/opt/jjss/odoo18web/odoo_doc_offline/www.odoo.com/documentation/18.0/applications/finance/accounting/payments/batch.html	(from https://www.odoo.com/documentation/18.0/applications.html)
